code,description,abc_class,description1,description2,description3,apn,group_code,brand,condition_code,default_conversion_factor,issue_ctrl,stk_licences_rebate_flag,pack_weight,title,stock_status,sales_type,user_only_alpha20_1,user_only_alpha20_2,user_only_alpha4_1,user_only_alpha4_2,user_only_alpha4_3,user_only_alpha4_4,user_only_date1,user_only_date2,user_only_num1,user_only_num2,user_only_num3,user_only_num4,pronto_user_group,pronto_user_group_1,saleability,visibility,uom,pack_size,updated_at,created_at,prices,notes,alternative_products,companion_products,inventory_quantities,uoms,categories,desc
SWEIGHT1.7,"1.7kg Counterweight for EQ3 EQ5, White",,1.7kg Counterweight for EQ3,"EQ5, White",,,SKY,SKYWATCHER,O,1,,,0.0,,S,C2,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,09:25 28-Nov-2014,"{'debtor': '210326', 'breaks': [{'price_rule': '23', 'currency_code': '', 'inc_tax': '23.6632', 'ex_tax': '21.512', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '29.579', 'ex_tax': '26.89'}}","{'type': '**', 'note': '4.03.009.0075 5.05.001.0010'}",,,"{'warehouse': '1', 'quantity': '2.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",telescope-accessories|100_0|cntr-weight|skywatcher|SKY|SKY|end-of-line-clearance|SKYWATCHER,"<div id=""tabs-1""><div id=""product_tabs_description_contents"">
<div class=""product-specs"">
<ul>
<li>Machined Steel Counterweights</li>
<li>Compatible with Sphinx, Great Polaris, Great Polaris 2, Great Polaris D2, Great Polaris Economy, Super Polaris and Super Polaris DX Mounts</li>
<li>Bored with 20mm inner Diameter hole to fit 3/4"" (19mm) shaftes.</li>
</ul>
</div>
</div></div>"
SWA-CASENEQ6,Aluminium Case for NEQ6 Mount,,Aluminium Case for NEQ6 Mount,,,9334046003024,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,14:51 20-Mar-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '178.948', 'ex_tax': '162.68', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '178.948', 'ex_tax': '162.68'}}","{'type': '**', 'note': 'skywatcher'}",,,"{'warehouse': '1', 'quantity': '3.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '4.1', 'height': '0.53', 'width': '0.24', 'depth': '0.53'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|mech|cases|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""><dl id=""collateral-tabs"" class=""collateral-tabs tab-list"">
<dd class=""tab-container"">
<div class=""tab-content"">
<div class=""std"">
<ul>
<li>Foam-filled Aluminium Case</li>
<li>Compact &amp; Convenient</li>
<li>Highly Affordable</li>
<li>External Dimensions: 520 x 500 x 220mm</li>
<li>One Year SkyWatcher Limited Warranty</li>
</ul>
</div>
</div>
</dd>
</dl></div>"
SWA-GUIDEMOUNT,Guidescope Mount,,Guidescope Mount,,,9334046007312,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '265.276', 'ex_tax': '241.16', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '265.276', 'ex_tax': '241.16'}}","{'type': '**', 'note': 'skywatcher'}",,,"{'warehouse': '1', 'quantity': '13.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '1.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '6.7', 'height': '0.43', 'width': '0.43', 'depth': '0.19'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|guiding|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""><div class=""short-description"">
<div class=""std"">
<ul>
<li>Easy &amp; Precise Alignments</li>
<li>Full Alt-Azimuth Control</li>
<li>Dovetail Mounting System</li>
<li>Quick-Release Detachments</li>
<li>One Year SkyWatcher Limited Warranty</li>
</ul>
<p> </p>
</div>
</div></div>"
SWA-Z721,Zoom 7-21mm 1.25\ Eyepiece,,Zoom 7-21mm 1.25\ Eyepiece,,,9334046006995,SKY,SKYWATCHER,T,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,12:49 13-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '149.446', 'ex_tax': '135.86', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '149.446', 'ex_tax': '135.86'}}","{'type': '**', 'note': 'degree inch skywatcher'}",,,"{'warehouse': '1', 'quantity': '24.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|SKY|SKY|end-of-line-clearance|SKYWATCHER,"<div id=""tabs-1""></div>"
SWA-SUNM127,Solar Filter 127mm for Maksutov-Cassegrain,,Solar Filter 127mm for,Maksutov-Cassegrain,,9334046007800,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:47 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '33.572', 'ex_tax': '30.52', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '33.572', 'ex_tax': '30.52'}}","{'type': '**', 'note': 'skywatcher SWSUN-M127'}",,,"{'warehouse': '1', 'quantity': '11.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|solar|SKYWATCHER,"<div id=""tabs-1""><div class=""std"">
<ul>
<li>Economical full aperture baader solar film filter</li>
<li>Observe the sun safely</li>
<li>Placed over the front of your telescope</li>
<li>Reduces the intensity of the Sun's light significantly</li>
<li>Reflects away harmful rays.</li>
<li>View subtle faculae and sun spots</li>
<li>For Makutsovs</li>
<li>5 years Skywatcher limited warranty</li>
</ul>
</div></div>"
SWA-DBARWIDE,"Black Dovetail Bar for Quattro 300, D-Style",,Black Dovetail Bar for Quattro,"300, D-Style",,9334046007671,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '71.654', 'ex_tax': '65.14', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '71.654', 'ex_tax': '65.14'}}","{'type': '**', 'note': 'style losmandy cge skywatcher BKP300 SWDOVETAIL-WIDE'}",,,"{'warehouse': '1', 'quantity': '20.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '10.1', 'height': '0.44', 'width': '0.22', 'depth': '0.22'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|dove-adapt|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""></div>"
SWA-SUNN76,Solar Filter 76mm for Newtonian,,Solar Filter 76mm for,Newtonian,,9334046006780,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:47 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '16.753', 'ex_tax': '15.23', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '16.753', 'ex_tax': '15.23'}}","{'type': '**', 'note': 'skywatcher SWSUN-76'}",,,"{'warehouse': '1', 'quantity': '26.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|solar|SKYWATCHER,"<div id=""tabs-1""><div class=""std"">
<ul>
<li>For 76mm sized reflector telescopes</li>
<li>Economical full aperture baader solar film filter</li>
<li>Observe the sun safely</li>
<li>Placed over the front of your telescope</li>
<li>Reduces the intensity of the Sun's light significantly</li>
<li>Reflects away harmful rays.</li>
<li>View subtle faculae and sun spots</li>
<li>1 Year Skywatcher Limited Warranty</li>
</ul>
</div></div>"
SWA-DOB8GTIK,GoTo Upgrade Kit for 8\ Dobsonian (Wi-Fi),,GoTo Upgrade Kit for 8\,Dobsonian (Wi-Fi),,9334046006186,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,11:26 14-Jul-2022,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1302.158', 'ex_tax': '1183.78', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1302.158', 'ex_tax': '1183.78'}}","{'type': '**', 'note': 'wifi skywatcher'}",,,"{'warehouse': '1', 'quantity': '1.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '22.4', 'height': '0.75', 'width': '0.58', 'depth': '0.32'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""></div>"
SW909EQ2,90/900 EQ2 Refractor Telescope,,90/900 EQ2 Refractor Telescope,,,9334046004410,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,11:50 13-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '348.821', 'ex_tax': '317.11', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '348.821', 'ex_tax': '317.11'}}","{'type': '**', 'note': '90eq2 skywatcher'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': 'IO', 'quantity': '0.0'}{'warehouse': 'RAWO', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",eq-refractor|500_0|az-refractor|EQ-Refractors|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""><div class=""std"">
<ul>
<li>Lightweight and portable</li>
<li>Quick to set up</li>
<li>Superior optics design ensures clear images when viewing</li>
<li>Strong and sturdy construction</li>
<li>Excellent choice for beginners</li>
<li>5 years Skywatcher limited warranty</li>
</ul>
<table id=""product-attribute-specs-table"" class=""data-table"">
<tbody>
<tr class=""first odd"">
<th class=""label"" style=""text-align: left;"">Specifications</th>
<td class=""data"">
<table cellspacing="""" cellpadding=""""><colgroup><col span="""" width=""""></colgroup>
<tbody>
<tr class=""even"">
<td width="""" height="""">Model</td>
<td class=""last"" align="""" valign="""" width="""">SW-300</td>
</tr>
<tr class=""odd"">
<td height="""">Maximum Magnifications</td>
<td class=""last"">180x</td>
</tr>
<tr class=""even"">
<td height="""">Aperture</td>
<td class=""last"">90mm</td>
</tr>
<tr class=""odd"">
<td height="""">Focal Length</td>
<td class=""last"" align="""">
<div align="""">900mm</div>
</td>
</tr>
<tr class=""even"">
<td height="""">Optical Design</td>
<td class=""last"">Achromatic Refractor</td>
</tr>
<tr class=""odd"">
<td height="""">Mount Type</td>
<td class=""last"">EQ2</td>
</tr>
<tr class=""even"">
<td height="""">Eye Pieces</td>
<td class=""last"">Super 25mm, Super 10mm</td>
</tr>
<tr class=""odd"">
<td height="""">Finder Scope</td>
<td class=""last"">6x30mm</td>
</tr>
<tr class=""even"">
<td height="""">Computerized Control</td>
<td class=""last"">none</td>
</tr>
<tr class=""odd"">
<td height="""">Weight</td>
<td class=""last"">17.7kg</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Ideal For</th>
<td class=""data last"">Planetary Observation</td>
</tr>
<tr class=""odd"">
<th class=""label"" style=""text-align: left;"">User Level</th>
<td class=""data last"">For Beginners</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Telescope Type</th>
<td class=""data last"">Refractor</td>
</tr>
<tr class=""odd"">
<th class=""label"" style=""text-align: left;"">Aperture Size</th>
<td class=""data last"">90mm</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Focal Length</th>
<td class=""data last"">900mm</td>
</tr>
<tr class=""odd"">
<th class=""label"" style=""text-align: left;"">Focal Ratio</th>
<td class=""data last"">f/10</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Highest Practical Magnification</th>
<td class=""data last"">180x</td>
</tr>
<tr class=""odd"">
<th class=""label"" style=""text-align: left;"">Finderscope</th>
<td class=""data last"">6x24</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Eyepieces</th>
<td class=""data last"">Super 10 &amp; 25mm</td>
</tr>
<tr class=""odd"">
<th class=""label"" style=""text-align: left;"">Mount Type</th>
<td class=""data last"">Equatorial Mount</td>
</tr>
<tr class=""even"">
<th class=""label"" style=""text-align: left;"">Tripod</th>
<td class=""data last"">Aluminium</td>
</tr>
<tr class=""last odd"">
<th class=""label"" style=""text-align: left;"">Warranty</th>
<td class=""data last"">5 Years Limited Warranty</td>
</tr>
</tbody>
</table>
</div></div>"
SWA-BDFF120ED,0.85x Reducer / Flattener for Evostar 120ED 150ED,,0.85x Reducer / Flattener for,Evostar 120ED 150ED,,9334046003314,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '397.144', 'ex_tax': '361.04', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '397.144', 'ex_tax': '361.04'}}","{'type': '**', 'note': 'reducer/flattener skywatcher'}",,,"{'warehouse': '1', 'quantity': '4.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '1.1', 'height': '0.37', 'width': '0.25', 'depth': '0.19'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",500_0|bded|photoacc|photooptics|dob-acc|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""><ul>
<li>Optimised for the Skywatcher Evostar ED PRO (and equivalent Equinox) APO refractors</li>
<li>Reduces the telescopes focal length by a factor of 0.85x</li>
<li>Provides much improved field-edge correction</li>
<li>Use in conjunction with a Skywatcher DSLR-M48 Ring Adapter.</li>
</ul></div>"
SWA-BDFF100ED,0.85x Reducer / Flattener for Evostar 100ED,,0.85x Reducer / Flattener for,Evostar 100ED,,9334046003260,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '397.144', 'ex_tax': '361.04', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '397.144', 'ex_tax': '361.04'}}","{'type': '**', 'note': 'reducer/flattener skywatcher'}",,,"{'warehouse': '1', 'quantity': '4.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '1.1', 'height': '0.37', 'width': '0.25', 'depth': '0.19'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",500_0|bded|photoacc|photooptics|dob-acc|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""><ul>
<li>Optimized for Sky-Watcher Black Diamond ED100</li>
<li>Superb quality imaging </li>
<li>Reduces the focal length by 0.85x </li>
<li>Improves field-edge correction</li>
<li>Can be used with M48 T-ring adaptors</li>
<li><strong>5 Years Genuine Warranty with Sky Watcher Australia</strong></li>
</ul></div>"
SWA-MOUNTPLATE,OTA Mounting Plate 170mm for EQ3 EQ5,,OTA Mounting Plate 170mm for,EQ3 EQ5,,,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '18.37', 'ex_tax': '16.7', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '18.37', 'ex_tax': '16.7'}}","{'type': '**', 'note': 'skywatcher optical tube assembly SWDOVETAIL-150'}",,,"{'warehouse': '1', 'quantity': '20.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'EV', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '10.2', 'height': '0.44', 'width': '0.22', 'depth': '0.22'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|dove-adapt|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""></div>"
SWA-EQ2RADRIVE,Motor Drive for EQ2 Mount,,Motor Drive for EQ2 Mount,,,9334046004861,SKY,SKYWATCHER,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '122.012', 'ex_tax': '110.92', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '122.012', 'ex_tax': '110.92'}}",,,,"{'warehouse': '1', 'quantity': '9.0'}{'warehouse': '1A', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|drives|SKY|SKY|end-of-line-clearance|SKYWATCHER,"<div id=""tabs-1""><ul>
<li>Designed to compensate for the Earth’s rotation</li>
<li>Sidereal Tracking for both northern and southern hemispheres</li>
<li>2x and 8x available speeds on the hand controller (R.A. Only)</li>
<li>Uses one 9V PP3 battery</li>
</ul></div>"
SW2023CAT,SKYWATCHER 2023 CATALOGUE,,SKYWATCHER 2023 CATALOGUE,,,,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:20 03-Mar-2025,13:20 12-Oct-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '11.0', 'ex_tax': '10.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '11.0', 'ex_tax': '10.0'}}",,{'code': 'SW2023CATGLOSS'},,"{'warehouse': '1', 'quantity': '494.0'}{'warehouse': '1SL', 'quantity': '5.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|SKYWATCHER,"<div id=""tabs-1""></div>"
